bst_ratio,speed_diff,type_advantage_diff,meta_score_diff,winner
0.8518664047151278,12.833333333333336,1,0,1
1.0,-4.666666666666671,1,0,1
1.0599630996309963,5.833333333333336,5,0,1
0.7818044545111362,-15.5,-3,0,1
0.8621880998080614,-1.8333333333333357,-3,0,1
0.6691399662731872,-31.333333333333336,-4,0,0
1.1194237918215613,2.3333333333333357,6,0,0
0.7963674467341949,-3.8333333333333286,-2,0,0
1.023170731707317,3.666666666666657,-1,0,1
1.5784871010056842,52.833333333333336,0,0,1
0.8335150854234824,-38.666666666666664,-1,0,0
1.2448202959830867,17.333333333333336,-5,0,1
1.0559495665878644,-5.166666666666671,7,0,0
0.7756045519203414,-28.666666666666657,-3,0,0
0.998438110113237,-10.0,0,0,0
1.319053993752789,33.66666666666667,-3,0,1
1.1089430894308943,28.83333333333333,8,0,1
1.095608417200366,-7.999999999999993,-3,0,1
0.9542785234899329,8.833333333333329,3,0,1
1.0189003436426116,8.0,0,0,1
1.0656352555086732,-6.166666666666664,7,0,1
0.9068027210884354,-11.666666666666657,-2,0,1
1.255813953488372,15.166666666666671,-2,0,0
0.9991247264770241,-3.5,6,0,0
0.8501002004008016,-23.000000000000007,-6,0,0
0.9123148869836322,-1.5,1,0,1
0.9977081741787625,-20.83333333333333,10,0,1
0.9017363851617995,-1.3333333333333286,1,0,1
0.8822695035460993,-7.833333333333329,3,0,0
1.0238095238095237,16.833333333333336,3,0,1
0.9049128367670365,-3.6666666666666714,-6,0,0
1.0611775528978842,9.833333333333336,3,0,0
0.7427315753887762,-43.666666666666664,0,0,1
0.856078431372549,-15.166666666666664,-1,0,1
0.9398130841121496,-14.333333333333336,3,0,1
1.0824129141886152,15.500000000000007,-3,0,0
1.051121076233184,1.5,-3,0,1
0.9109746738296239,19.166666666666664,-3,0,1
1.16104513064133,23.83333333333333,2,0,1
0.9534035656401945,-5.333333333333329,-4,0,0
0.9907446360959192,14.666666666666664,-3,0,0
1.0784671532846715,-1.1666666666666572,-2,0,0
1.1245928338762214,10.333333333333329,1,0,1
1.2147774208352455,29.66666666666667,2,0,1
1.1648216482164822,25.33333333333333,-3,0,1
1.2992988606485538,-12.0,-1,0,1
0.7126559714795009,-21.666666666666664,-1,0,0
0.7499129223267155,-17.833333333333343,2,0,0
1.093304061470911,9.0,0,0,0
1.2179217501051747,21.000000000000007,-3,0,1
1.3466666666666667,16.33333333333333,3,0,1
0.9147005444646098,-3.0,-9,0,0
0.8548123980424144,2.5,-3,0,0
1.0519071962249311,-11.833333333333329,-10,0,0
1.0769230769230769,9.0,0,0,0
0.9484920365977635,-2.8333333333333286,2,0,0
1.1160052333187964,-8.0,-5,0,1
0.7735274204468517,-17.999999999999993,4,0,0
0.7834941050375134,-17.999999999999993,5,0,1
0.9934134056567222,15.333333333333336,3,0,1
1.0168539325842696,-11.5,-7,0,1
1.1541940789473684,-4.166666666666671,1,0,1
0.6341793570219966,-25.66666666666667,-2,0,0
0.9536574284416175,10.166666666666671,-3,0,0
1.116047491382612,13.166666666666671,4,0,0
1.119910514541387,-2.5,-1,0,0
0.8682806729585556,-9.499999999999993,-1,0,0
1.0717488789237668,3.0,-7,0,0
1.6365513680949924,37.333333333333336,-2,0,1
1.205128205128205,-14.833333333333336,6,0,1
0.8646142433234422,-25.33333333333333,-4,0,0
0.9545755968169761,4.166666666666671,-4,0,1
1.004823151125402,15.666666666666671,2,0,1
1.1488372093023256,18.000000000000007,6,0,1
1.4992860542598763,25.500000000000007,0,0,1
0.8339363241678727,-14.000000000000007,5,0,0
1.1526548672566372,-9.666666666666664,1,0,0
1.3811659192825112,-5.000000000000007,1,0,1
0.9639984680199157,-28.499999999999993,-1,0,0
0.7161572052401747,-1.6666666666666714,-2,0,1
1.132864238410596,24.16666666666667,7,0,1
1.0,-2.5,1,0,1
1.0679684566278633,14.166666666666671,-2,0,0
0.9678878335594754,-1.8333333333333357,-3,0,0
1.109350237717908,9.666666666666671,8,0,1
1.1645925331192293,8.833333333333329,-1,0,1
0.8898370830100854,-23.500000000000007,7,0,0
1.099264705882353,19.5,-2,0,1
1.058026260059297,1.0,2,0,0
0.9174664107485605,8.5,-3,0,0
0.9857199523998413,-8.333333333333329,5,0,1
1.1345146999597262,45.833333333333336,1,0,1
1.1369972122660295,7.166666666666671,0,0,1
0.923725565350709,19.999999999999993,-2,0,0
0.9481743227326266,5.833333333333329,0,0,1
1.0208251473477408,14.333333333333329,2,0,1
1.404809619238477,4.666666666666671,0,0,1
0.916796875,-4.333333333333343,4,0,1
1.1486224291812184,-13.833333333333336,0,0,1
1.002313030069391,-4.166666666666664,5,0,1
0.9275256222547584,6.0,3,0,0
1.0614686468646866,2.6666666666666643,0,0,1
1.1312816517335411,14.166666666666664,-1,0,0
0.9770609318996416,-4.0,9,0,1
1.0622167284713637,-1.0,-3,0,0
0.82414068745004,22.500000000000007,11,0,1
1.6605367793240557,32.166666666666664,-2,0,1
0.8747135217723453,9.166666666666664,4,0,0
1.186375321336761,28.333333333333336,2,0,1
1.1921634014172573,21.666666666666657,-3,0,1
1.1202586206896552,1.5,-1,0,1
0.890895410082769,-16.166666666666664,1,0,0
1.0092854259184498,-11.5,2,0,1
1.052919708029197,-0.3333333333333286,-3,0,1
0.9637389202256245,25.999999999999993,4,0,0
1.1320836965998256,2.6666666666666714,11,0,1
1.2270663033605813,29.33333333333333,9,0,0
0.9272610234953331,-11.333333333333329,4,0,0
0.8669137466307277,-24.66666666666667,-3,0,0
0.9277757815307223,5.999999999999993,-5,0,0
1.0726628267611875,16.333333333333336,1,0,1
0.8657961552412042,-4.666666666666657,1,0,0
0.943487250172295,4.833333333333329,0,0,1
1.062475442043222,-0.3333333333333286,-3,0,1
1.1801566579634464,12.166666666666671,-13,0,0
0.9516186410530061,7.0,-1,0,1
0.9091981132075472,6.666666666666664,-3,0,0
1.17092866756393,26.5,0,0,1
0.9639175257731959,-6.333333333333329,1,0,1
1.1786709112614404,29.33333333333333,-4,0,0
0.7878692646134506,-5.5,-1,0,0
0.8712871287128713,11.666666666666664,-3,0,0
1.090991398822997,2.5,0,0,1
1.246301131418625,25.5,-2,0,0
0.8370156900416267,-25.666666666666657,0,0,0
1.2033898305084745,4.833333333333329,-3,0,0
1.1485451761102603,18.66666666666667,1,0,1
1.3067833698030635,28.83333333333333,0,0,1
0.9490687951349297,8.333333333333336,-2,0,0
0.9953621120228326,-3.5,-4,0,0
1.241320914479255,18.83333333333333,-1,0,1
1.1234091785576552,4.166666666666657,-2,0,0
1.0199833472106579,-17.66666666666667,8,0,1
1.1136546184738956,-13.833333333333329,4,0,0
0.7145310889728615,-3.5,-6,0,0
1.1051364365971108,3.3333333333333286,1,0,1
0.9271826153259627,-0.1666666666666643,6,0,1
0.9629101283880172,-24.999999999999993,-2,0,0
0.9785814606741573,-2.8333333333333286,-2,0,1
1.2890431333663857,-8.166666666666664,-7,0,1
1.0130718954248366,0.3333333333333357,1,0,1
0.9039121482498285,0.3333333333333357,-6,0,1
1.1244334569427277,2.0,0,0,1
1.079642248722317,-3.3333333333333286,-2,0,1
0.8057657657657658,-11.5,3,0,1
0.9217419777341191,-29.0,-1,0,1
0.9657458563535911,8.333333333333329,6,0,1
0.7907704341024638,3.0,-4,0,0
1.0738434163701067,1.3333333333333357,1,0,0
0.9896432681242808,-20.16666666666667,-5,0,1
1.0299355816597195,-4.5,-4,0,1
0.8574821852731591,-12.833333333333329,6,0,1
1.117016317016317,-16.5,5,0,0
0.9412667946257197,-5.666666666666671,10,0,1
1.2878006872852235,24.333333333333336,-5,0,0
0.83569209527097,-20.16666666666667,-3,0,1
1.035181236673774,-2.6666666666666714,0,0,1
1.1237226277372263,28.666666666666664,-5,0,1
1.183947939262473,26.0,-3,0,0
0.9024072869225764,37.5,0,0,0
0.9556057185854026,23.666666666666664,-6,0,0
0.8761871262750616,-23.166666666666664,-9,0,0
1.1406117247238743,6.666666666666657,-1,0,0
1.2085778781038374,30.16666666666667,-5,0,0
1.0115236875800255,-13.833333333333336,-2,0,0
0.899660505469634,-26.5,2,0,1
1.1580976863753214,42.49999999999999,-1,0,1
1.0167483660130718,24.83333333333333,2,0,1
1.0632612966601178,16.66666666666667,-8,0,1
0.7523052464228935,0.9999999999999929,-6,0,0
1.0495391705069124,-2.5,-1,0,1
0.8926923076923077,18.999999999999993,1,0,0
1.0496083550913837,-12.333333333333329,-6,0,0
0.8816696914700545,15.500000000000007,1,0,1
1.2470698546647914,2.3333333333333357,0,0,1
0.9254709254709255,8.833333333333343,3,0,1
1.0848743480322427,-2.0,4,0,1
1.0531869987336429,12.499999999999993,-5,0,0
1.0061349693251533,16.83333333333333,3,0,1
1.0088248954946586,-17.33333333333333,1,0,0
1.118725447402881,3.6666666666666643,1,0,0
0.8606649234217407,-7.166666666666671,-3,0,1
1.051948051948052,2.1666666666666643,-1,0,0
0.9027131782945736,18.500000000000007,1,0,0
0.9842258198422582,2.8333333333333357,-1,0,1
1.065121412803532,24.999999999999993,-1,0,0
1.1681233933161954,5.333333333333329,0,0,1
0.8418483566547348,23.833333333333336,6,0,1
0.9539890249050232,-17.66666666666667,1,0,0
1.035216718266254,-4.5,2,0,1
0.8153953326367119,-26.16666666666667,8,0,0
0.9789667896678966,-13.833333333333329,0,0,0
1.0353185595567866,-12.5,4,0,0
0.9065084501977706,-17.333333333333336,1,0,0
1.4127634660421546,21.833333333333336,7,0,1
1.149853085210578,-4.0,-4,0,0
0.9405864197530864,-24.83333333333333,2,0,0
0.9437026344280043,-23.499999999999993,1,0,0
0.9346733668341709,-23.5,3,0,1
0.8843950117964273,-12.333333333333336,3,0,0
0.9880262649671688,10.0,5,0,0
1.1944319712617872,4.666666666666657,2,0,1
0.8983297022512708,7.166666666666664,0,0,0
0.8888062476757159,5.666666666666657,-2,0,0
0.8671477079796265,-17.16666666666667,-3,0,0
1.0860838537020518,-10.833333333333336,9,0,0
0.8301435406698564,-7.333333333333336,0,0,0
0.9848615916955017,-14.333333333333336,-10,0,0
0.9067489114658926,3.1666666666666714,1,0,1
0.8177852348993289,-8.166666666666664,-6,0,0
1.058388157894737,-7.500000000000007,0,0,0
1.185111464968153,20.000000000000007,-6,0,0
0.942285929837797,-3.6666666666666643,5,0,1
0.9370161857846587,-9.833333333333336,1,0,0
0.8798764001544999,0.0,-3,0,0
0.9618867924528302,-2.1666666666666714,0,0,0
1.1359610274579273,15.000000000000007,1,0,1
